"","X","director_name","num_critic_for_reviews","duration","director_facebook_likes","actor_3_facebook_likes","actor_2_name","actor_1_facebook_likes","gross","actor_1_name","movie_title","cast_total_facebook_likes","actor_3_name","facenumber_in_poster","plot_keywords","budget","title_year","actor_2_facebook_likes","imdb_score","Action","Adventure","Fantasy","Sci.Fi","Thriller","Romance","Animation","Comedy","Family","Musical","Mystery","Western","Drama","History","Sport","Crime","Horror","War","Biography","Music","Documentary","Film.Noir","assassin","spy","scientist","vampire","vomiting","king","hospital","writer","student","future","fight","teenager","president","sex","terrorist","train","best.friend","college","serial.killer","hotel","christmas","secret","female.protagonist","battle","box.office.flop","rescue","cia","detective","lawyer","escape","party","wedding","island","marriage","dog","friendship","drugs","money","revenge","prison","school","boy","fbi","alien","high.school","new.york.city","police","death","murder","friend","love","profit"
"2433",2433,"Shane Black",223,103,1000,611,"Corbin Bernsen",21000,4235837,"Robert Downey Jr.","Kiss Kiss Bang Bang ",23932,"Larry Miller",2,"c(""actor"", ""detective sergeant"", ""hotel"", ""nightclub"", ""thief"")",1.5e+07,2005,1000,7.6,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.717610866666667
"2436",2436,"Woody Allen",223,98,11000,557,"Naomi Watts",12000,3247816,"Anthony Hopkins","You Will Meet a Tall Dark Stranger ",19310,"Ewen Bremner",0,"c(""call girl"", ""charlatan"", ""fortune teller"", ""manuscript"", ""writer"")",2.2e+07,2010,6000,6.3,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.852372
"2437",2437,"Mark Romanek",328,103,132,844,"Charlie Rowe",10000,2412045,"Andrew Garfield","Never Let Me Go ",12867,"Charlotte Rampling",0,"c(""boarding school"", ""childhood"", ""love"", ""love triangle"", ""organ donation"")",1.5e+07,2010,882,7.2,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.839197
"2439",2439,"Michael Chapman",21,98,70,90,"Pamela Reed",876,1953732,"Curtis Armstrong","The Clan of the Cave Bear ",1351,"Mike Muscat",0,"c(""cave bear"", ""cro magnon"", ""neanderthal"", ""survival"", ""tradition"")",1.5e+07,1986,324,5.3,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.8697512
"2443",2443,"Pierre Morel",141,84,180,58,"Cyril Raffaelli",510,1197786,"David Belle","District B13 ",962,"Dany Verissimo-Petit",2,"c(""bomb"", ""gang"", ""police"", ""sister"", ""undercover cop"")",1.2e+07,2004,297,7.2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.9001845
"2445",2445,"Hsiao-Hsien Hou",205,105,141,56,"Chen Chang",1000,613556,"Qi Shu","The Assassin ",1172,"Satoshi Tsumabuki",1,"c(""black magic"", ""china"", ""love"", ""refusal to kill"", ""wuxia"")",1.5e+07,2015,103,6.4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.959096266666667
"2448",2448,"Ryûhei Kitamura",177,103,129,1000,"Brooke Shields",14000,73548,"Bradley Cooper","The Midnight Meat Train ",18639,"Leslie Bibb",0,"c(""butcher"", ""girlfriend"", ""mute character"", ""photographer"", ""subway"")",1.5e+07,2008,1000,6.1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.9950968
"2452",2452,"Harold Ramis",147,101,11000,512,"Chris Elliott",13000,70906973,"Bill Murray","Groundhog Day ",15500,"Willie Garson",1,"c(""cult film"", ""existentialism"", ""groundhog day"", ""time loop"", ""trapped in a time loop"")",14600000,1993,571,8.1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.85664198630137
"2454",2454,"Baz Luhrmann",106,120,1000,954,"Harold Perrineau",29000,46338728,"Leonardo DiCaprio","Romeo + Juliet ",33791,"Brian Dennehy",2,"c(""hawaiian shirt"", ""love"", ""shakespeare adaptation"", ""shakespeare play"", ""star crossed lovers"")",14500000,1996,1000,6.8,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.19577434482759
"2456",2456,"Clint Eastwood",131,131,16000,638,"Morgan Freeman",16000,101157447,"Clint Eastwood","Unforgiven ",28544,"Frances Fisher",1,"c(""englishman"", ""leaving flowers on a grave"", ""one last job"", ""reputation"", ""visiting wife's grave"")",14400000,1992,11000,8.3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.02482270833333
"2457",2457,"Lars von Trier",140,139,3000,236,"Jeremy Davies",3000,74205,"Bryce Dallas Howard","Manderlay ",4211,"Jean-Marc Barr",1,"c(""cotton"", ""female frontal nudity"", ""flogging"", ""gangster"", ""slavery"")",14200000,2005,769,7.4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.994774295774648
"2459",2459,"Adrian Lyne",94,119,213,249,"Lois Smith",886,156645693,"Fred Gwynne","Fatal Attraction ",1639,"Anne Archer",0,"c(""borderline personality disorder"", ""killing a pet"", ""madame butterfly"", ""new york"", ""new york city"")",1.4e+07,1987,276,6.9,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10.1889780714286
"2463",2463,"Jon Turteltaub",39,98,226,496,"Leon",953,68856263,"Doug E. Doug","Cool Runnings ",2496,"Malik Yoba",1,"c(""bobsled"", ""coach"", ""jamaica"", ""olympic games"", ""olympics"")",1.5e+07,1993,730,6.9,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.59041753333333
"2464",2464,"Patrick Lussier",264,101,71,725,"Jaime King",10000,51527787,"Jensen Ackles","My Bloody Valentine ",14159,"Edi Gathegi",0,"c(""coma"", ""death"", ""miner"", ""valentine"", ""valentine's day"")",1.5e+07,2009,960,5.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.4351858
"2469",2469,"Bruce McCulloch",43,81,54,636,"Elaine Hendrix",8000,30628981,"Will Ferrell","Superstar ",10792,"Molly Shannon",1,"c(""dancing"", ""orphan"", ""school"", ""special education"", ""student"")",1.4e+07,1999,670,5,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.18778435714286
"2470",2470,"Phyllida Lloyd",331,105,58,583,"Jim Broadbent",11000,29959436,"Meryl Streep","The Iron Lady ",12894,"Olivia Colman",1,"c(""british prime minister"", ""female prime minister"", ""politics"", ""prime minister"", ""told in flashback"")",1.3e+07,2011,1000,6.4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.304572
"2472",2472,"John Singleton",12,109,309,279,"Khandi Alexander",592,27515786,"Janet Jackson","Poetic Justice ",1620,"Maya Angelou",0,"c(""african american"", ""mail carrier"", ""poetry"", ""postal worker"", ""south central los angeles"")",1.4e+07,1993,556,5.9,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.965413285714286
"2476",2476,"David Zucker",56,90,119,636,"Tyler Labine",869,15549702,"Carmen Electra","My Boss's Daughter ",3007,"Molly Shannon",2,"c(""boss' daughter"", ""crush"", ""house sitter"", ""housesitting"", ""love interest"")",1.4e+07,2003,779,4.6,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110693
"2477",2477,"David Twohy",160,108,123,690,"Milla Jovovich",26000,15483540,"Chris Hemsworth","A Perfect Getaway ",41359,"Marley Shelton",4,"c(""cliff"", ""hawaii"", ""island"", ""newlywed"", ""waterfall"")",1.4e+07,2009,14000,6.5,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105967142857143
"2480",2480,"Franco Zeffirelli",62,117,160,55,"Joan Plowright",718,14348123,"Lily Tomlin","Tea with Mussolini ",1148,"Paolo Seganti",6,"c(""ambassador"", ""american"", ""art"", ""english"", ""italy"")",1.2e+07,1999,330,6.9,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.195676916666667
"2481",2481,"Tom Holland",73,93,85,514,"Bethany Joy Lenz",1000,15171475,"Joe Mantegna","Thinner ",2777,"Kari Wuhrer",0,"c(""death"", ""doctor"", ""gypsy"", ""judge"", ""lawyer"")",8500000,1996,855,5.7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.784879411764706
"2483",2483,"James Isaac",205,85,52,489,"Kane Hodder",1000,12610731,"Peter Mensah","Jason X ",3050,"Lexa Doig",1,"c(""jason voorhees"", ""lake"", ""machete"", ""scientist"", ""slasher"")",1.1e+07,2001,935,4.4,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146430090909091
"2485",2485,"Mark Waters",61,86,70,169,"Ivana Milicevic",878,10397365,"Monica Potter","Head Over Heels ",2165,"China Chow",5,"c(""apartment"", ""fast motion scene"", ""model"", ""private investigation"", ""suspected murder"")",1.4e+07,2001,834,5.4,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.257331071428571
"2486",2486,"Josh Schwartz",77,86,90,635,"Jackson Nicoll",962,9402410,"Thomas McDonell","Fun Size ",3715,"Osric Chau",1,"c(""adult humor"", ""best friend"", ""friend"", ""halloween"", ""teenage girl"")",1.4e+07,2012,925,5.4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.328399285714286
"2487",2487,"Todd Field",251,137,143,280,"Noah Emmerich",14000,5459824,"Kate Winslet","Little Children ",15337,"Jane Adams",0,"c(""adulterous wife"", ""bar"", ""dysfunctional marriage"", ""sex offender"", ""suburb"")",2.6e+07,2006,617,7.6,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.790006769230769
"2489",2489,"Tony Goldwyn",47,107,956,113,"Julie Kavner",10000,4741987,"Viggo Mortensen","A Walk on the Moon ",10368,"Tovah Feldshuh",1,"c(""adulterous wife"", ""cheating wife"", ""summer"", ""unfaithfulness"", ""woodstock"")",1.4e+07,1999,233,6.6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.661286642857143
"2495",2495,"Costa-Gavras",69,132,333,284,"Mathieu Kassovitz",380,274299,"Sebastian Koch","Amen. ",1429,"Ulrich Mühe",2,"c(""jesuit"", ""jew"", ""pope"", ""priest"", ""ss"")",1.03e+08,2002,326,7.3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.997336902912621
"2496",2496,"Neil Burger",57,115,168,322,"Katherine LaNasa",697,183088,"John Heard","The Lucky Ones ",2243,"Mark L. Young",0,"c(""college tuition"", ""guitar"", ""road trip"", ""soldier"", ""stranded"")",1.5e+07,2008,329,7,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.987794133333333
"2500",2500,"Amy Heckerling",88,97,143,201,"Dan Hedaya",927,56631572,"Donald Faison","Clueless ",1724,"Elisa Donovan",1,"c(""female protagonist"", ""high school"", ""makeover"", ""matchmaker"", ""popularity"")",1.2e+07,1995,281,6.8,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.71929766666667
"2501",2501,"Todd Haynes",181,107,162,135,"Celia Weston",2000,15854988,"Dennis Quaid","Far from Heaven ",2447,"Michael Gaston",2,"c(""african american"", ""catastrophe"", ""family relationships"", ""farewell scene"", ""therapy"")",13500000,2002,258,7.4,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.174443555555555
"2503",2503,"Philip Kaufman",132,124,133,170,"Stephen Marcus",14000,7060876,"Kate Winslet","Quills ",14726,"Amelia Warner",1,"c(""asylum"", ""lust"", ""male pubic hair"", ""penis"", ""pubic hair"")",13500000,2000,230,7.4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.476972148148148
"2504",2504,"Martin McDonagh",401,110,454,816,"Gabourey Sidibe",2000,14989761,"Abbie Cornish","Seven Psychopaths ",4757,"Michael Stuhlbarg",7,"c(""dognapping"", ""gangster"", ""misfiring gun"", ""screenwriter"", ""shih tzu"")",1.5e+07,2012,906,7.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000682599999999978
"2505",2505,"Oliver Hirschbiegel",192,178,101,471,"Bruno Ganz",918,5501940,"Thomas Kretschmann","Downfall ",2334,"Alexandra Maria Lara",0,"c(""bunker"", ""hitler"", ""nazi"", ""no exit"", ""war ruins"")",13500000,2004,653,8.3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.592448888888889
"2506",2506,"Alejandro Amenábar",157,125,448,93,"Lola Dueñas",273,2086345,"Belén Rueda","The Sea Inside ",529,"Tamar Novas",1,"c(""dignity"", ""euthanasia"", ""freedom"", ""lawyer"", ""sailor"")",1e+07,2004,114,8.1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.7913655
"2507",2507,"Barry Levinson",62,121,272,227,"J.T. Walsh",49000,123922370,"Robin Williams","Good Morning, Vietnam ",50141,"Bruno Kirby",1,"c(""disc jockey"", ""friendship"", ""radio"", ""vietnam"", ""vietnamese"")",1.3e+07,1987,263,7.3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.53249
"2513",2513,"Renny Harlin",102,99,212,54,"Rodney Eastman",130,49369900,"Tuesday Knight","A Nightmare on Elm Street 4: The Dream Master ",450,"Brooke Bundy",0,"c(""demon"", ""dream"", ""elm street"", ""freddy krueger"", ""nightmare"")",7e+06,1988,125,5.7,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.05284285714286
"2516",2516,"Christopher Cain",50,107,58,316,"Patrick Wayne",549,44726644,"Jack Palance","Young Guns ",1747,"Brian Keith",5,"c(""army"", ""cattle"", ""deputy"", ""new mexico"", ""rancher"")",1.3e+07,1988,439,6.8,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.44051107692308
"2517",2517,"Theodore Melfi",275,102,51,360,"Naomi Watts",13000,44134898,"Bill Murray","St. Vincent ",20330,"Reg E. Cathey",3,"c(""bullying"", ""grumpy old man"", ""school presentation"", ""stroke"", ""stroke recovery"")",1.3e+07,2014,6000,7.3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.39499215384615
"2526",2526,"Bob Clark",45,97,84,782,"Dom DeLuise",899,27141959,"Kathleen Turner","Baby Geniuses ",2936,"Ruby Dee",2,"c(""baby"", ""boy"", ""science"", ""scientist"", ""toddler"")",1.8e+07,1999,842,2.5,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.507886611111111
"2532",2532,"Alex Garland",489,108,232,123,"Sonoya Mizuno",149,25440971,"Elina Alminas","Ex Machina ",430,"Corey Johnson",0,"c(""artificial intelligence"", ""robot"", ""robot human relationship"", ""turing test"", ""video surveillance"")",1.5e+07,2015,145,7.7,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.696064733333333
"2536",2536,"John Stockwell",84,135,134,525,"Jay Hernandez",4000,16929123,"Kirsten Dunst","Crazy/Beautiful ",6214,"Rolando Molina",2,"c(""congressman"", ""high school"", ""latino"", ""pacific palisades"", ""school"")",1.4e+07,2001,1000,6.5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.209223071428571
"2539",2539,"Lenny Abrahamson",421,118,412,491,"Jacob Tremblay",805,14677654,"Joan Allen","Room ",2499,"Cas Anvar",0,"c(""based on novel"", ""escape"", ""imprisonment"", ""kidnapping"", ""mother son relationship"")",1.3e+07,2015,681,8.3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129050307692308
"2540",2540,"Bob Saget",32,82,799,294,"Jack Warden",721,9975684,"Don Rickles","Dirty Work ",1805,"Traylor Howard",0,"c(""cult film"", ""gambling debt"", ""job"", ""off screen murder"", ""revenge"")",1.3e+07,1998,359,6.4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.232639692307692
"2548",2548,"Olivier Assayas",165,120,107,280,"Miranda Richardson",12000,4857376,"Steve Buscemi","Paris, je t'aime ",13208,"Catalina Sandino Moreno",0,"c(""baby"", ""divorce"", ""oscar wilde"", ""pigalle"", ""tourist"")",1.3e+07,2006,530,7.3,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.626355692307692
"2550",2550,"Paul Weitz",150,107,80,252,"Sarita Choudhury",2000,18004225,"Tina Fey","Admission ",3004,"Christopher Evan Welch",2,"c(""adoption"", ""female protagonist"", ""princeton university"", ""wedding"", ""working women"")",1.3e+07,2013,257,5.7,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.384940384615385
"2552",2552,"Atom Egoyan",226,96,460,73,"Meghan Heffern",14000,3074838,"Liam Neeson","Chloe ",14372,"Natalie Lisinska",2,"c(""bare chested boy"", ""doctor"", ""escort"", ""infidelity"", ""prostitute"")",1.1e+07,2009,153,6.3,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.720469272727273
"2553",2553,"Paul Mazursky",21,91,150,150,"Ryan O'Neal",979,2104000,"Chazz Palminteri","Faithful ",1679,"Paul Mazursky",3,"c(""bathroom"", ""bathtub"", ""female protagonist"", ""flashback"", ""kitchen"")",1.3e+07,1996,385,5.9,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.838153846153846
